1.149014245903369869e+01,3.751940797649315000e+14
9.585207096486445977e+00,6.956289086070500977e+12
1.194306561430207836e+01,2.470878852335426636e+11
1.456908956922407583e+01,3.109397991123292160e+17
9.297539875829992084e+00,4.825988459135578000e+15
9.297589129152457943e+00,2.842467014081697845e+10
1.473763844652217436e+01,1.703395436384472531e+21
1.230230418745872711e+01,4.517905261269989760e+17
8.591576842195143726e+00,1.768365118276371765e+11
1.162768013075789497e+01,2.686243557655683500e+15
8.609746921562614119e+00,2.195074169583885440e+17
8.602810739289228792e+00,1.207883546340702750e+15
1.072588681469810190e+01,1.090282559996199125e+15
4.260159266026606772e+00,6.015115880302569866e+08
4.825246502460901254e+00,1.227567078731786156e+10
8.313137412277082916e+00,3.849699841804246826e+11
6.961506638996728391e+00,1.821651329903765116e+06
1.094274199778582179e+01,3.345403543215979233e+20
7.275927773436366763e+00,2.647252088519601562e+12
5.763088895994125771e+00,5.514401297684611816e+11
1.439694630676466147e+01,1.128232409339681024e+18
9.322671098540393331e+00,7.590846381659694824e+11
1.020258461406377215e+01,1.190256426834869219e+14
5.725755441359629216e+00,3.191112109521070495e+06
8.366851826424451133e+00,7.928221181402768384e+18
1.033276776912959782e+01,2.859838780868370361e+11
6.547019267733091397e+00,4.964426670240067244e+08
1.112709405503701632e+01,1.644077291734400000e+14
8.198083930243585726e+00,1.497801625099527400e+16
9.124918750620169661e+00,4.590656379968971094e+13
8.194880163311809795e+00,3.936993817574974060e+09
1.555683455352681221e+01,3.014894849717819775e+22
9.959508325786197602e+00,1.793908308977430600e+16
6.826867213132299383e+00,1.074092037882698633e+13
1.246763473630956653e+01,2.469167313787717632e+18
6.337469050086933287e+00,2.767378966853309760e+17
1.062659078501426535e+01,4.190360667916107121e+20
4.120989628360673507e+00,3.078151565847137943e+07
6.015441853304708708e+00,1.427828839861279750e+15
1.059058370760737056e+01,7.862761550080419000e+15
1.221539973998623196e+01,4.063991115093106560e+17
1.051410484356991226e+01,2.636550662094089508e+10
9.653055152835278818e+00,4.353269763661710156e+13
9.096688913232133800e+00,3.030531418047336426e+11
5.564434028897718321e+00,4.888754459842416016e+12
7.840467374815874635e+00,1.992477990134685250e+15
8.618083687120638103e+00,6.000791308679420501e+07
1.317136667865674760e+01,1.206007504009737440e+17
1.103085486870538467e+01,1.595336714793052416e+18
4.710879533911798589e+00,2.012056201751287460e+09
1.097225190818438456e+01,1.344035739464698400e+17
8.844753158751050393e+00,1.975942598328441562e+14
7.969233999082123709e+00,3.239959757117151172e+13
1.183502886652260422e+01,1.866619792975215000e+15
1.309299856748785373e+01,7.953752495893726562e+13
1.279384035734859637e+01,7.734039877891909375e+13
7.482347430332084492e+00,1.111106508841132344e+14
9.072362872446356974e+00,4.257179267595075000e+13
1.099379029421069198e+01,7.698715886676527500e+14
1.292663538136707757e+01,6.631903333887436000e+15
8.562477286464130088e+00,2.189204229438681396e+12
9.443023070008548459e+00,4.249890199403183200e+16
6.680995077981915387e+00,4.243602110508614349e+10
6.411380127757987601e+00,5.924012774939243495e+07
1.243757746718259405e+01,2.749094657004108800e+18
1.406872008571246901e+01,2.422914938759335360e+17
9.783969635258998210e+00,1.898114243559164375e+14
1.301059869367607291e+01,1.542058174373370003e+21
1.108490807514290211e+01,1.874635310426862750e+15
8.064640736184626846e+00,2.861983827317542969e+13
1.108418681652524107e+01,1.794182160924639160e+12
1.461410969939790760e+01,6.599499626014549760e+17
9.892521882670145317e+00,7.569760052658207000e+15
1.469393096744201799e+01,2.560406303100800938e+14
2.140764687730767335e+00,1.205213727373974472e+08
1.246570751312567182e+01,6.144379136414490400e+16
1.026114120471451407e+01,5.230744235332910625e+14
9.102977948602397618e+00,2.030507028044033600e+16
1.027528232960650634e+01,3.124133864839867500e+15
4.037293256197321156e+00,1.138998561754290039e+13
9.340984336487464290e+00,1.669849135965992126e+11
1.107133771453523963e+01,4.665449407148079000e+15
1.443368213422454716e+01,2.852999910961945600e+18
8.445189345179057838e+00,1.767804756041252518e+10
7.574519191320437272e+00,5.878812709678077500e+14
8.494728869246390701e+00,1.362223831930948403e+19
1.274620635310622241e+01,5.310853195851907200e+16
1.098625332897905338e+01,3.603874179624832800e+16
8.410719388698883137e+00,1.674778891508382812e+13
1.153980229934006729e+01,7.280707914191175000e+13
1.029123264804412052e+01,7.809770050470101357e+09
1.290593497159866843e+01,1.172561155094566500e+15
7.893840718367942877e+00,8.465407342340397835e+08
9.017013560206695644e+00,9.350508585535046400e+17
8.823675540603527878e+00,1.154681371255305078e+13
5.609455155603644272e+00,4.668632620723425865e+09
1.088836083119372766e+01,2.969625226065077760e+17
1.078316581653966821e+01,1.384780478975413818e+12
1.001534036992738308e+01,2.507316666255728027e+12
9.296238599874559583e+00,8.917738066489287500e+13
5.753887773848757270e+00,2.381001066540414062e+13
8.738064031703922652e+00,3.938440215872998750e+14
8.971856450419691598e+00,1.374665160937722656e+14
7.593168192335143729e+00,3.141685402424641113e+12
9.516142865001972595e+00,1.015785491427885250e+15
1.121215257044361557e+01,9.172261771544654000e+15
1.565855770363159039e+01,4.123317256848326400e+16
1.052373343849551723e+01,9.101949606058102500e+14
